"Modified","CVE-2019-11628","CWE-917",,,,,,,,,"cve@mitre.org" "nvd@nist.gov",8.2 6.5,"HIGH" "MEDIUM","CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:N" "CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:qlik:qlikview_server:11.20:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_10:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_11:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_12:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_13:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_14:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_15:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_16:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_17:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_2:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_3:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_4:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_5:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_6:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_7:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_8:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_9:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.00:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_2:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_3:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_4:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_5:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_6:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_7:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_8:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_9:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_2:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_3:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_4:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.30:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:april_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:february_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:february_2019:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:june_2017:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:june_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:november_2017:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:november_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:september_2017:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:september_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_sense:april_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:february_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:february_2019:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:june_2017:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:june_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:november_2017:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:november_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:september_2017:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:september_2018:*:*:*:enterprise:*:*:*"
"Modified","CVE-2018-7851","CWE-119" "CWE-119",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:L/Au:S/C:N/I:N/A:C","cpe:2.3:o:schneider-electric:m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh582040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh582040c:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh584040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh584040c:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh586040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh586040c:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep581020:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep581020h:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep582020:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep582020h:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep582040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep582040h:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep582040s:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep583020:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep583040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep584020:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep584040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep584040s:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep585040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep585040c:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep586040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep586040c:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp341000:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp341000h:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp342000:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp3420102:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp3420102cl:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp342020:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp342020h:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp3420302:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp3420302cl:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp3420302h:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:bmx\\/e_cra_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmxcra31200:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmxcra31210c:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:140cra312xxx_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:140cra312xxx:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7852","CWE-755",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*"
"Modified","CVE-2019-6812","CWE-798" "CWE-798",,,,,"nvd@nist.gov",7.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:o:schneider-electric:bmx-nor-0200h_firmware:1.7:ir17:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:bmx-nor-0200h_firmware:1.7:ir18:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmx-nor-0200h:-:*:*:*:*:*:*:*"
"Modified","CVE-2019-6814","CWE-287" "CWE-287",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:o:schneider-electric:net5501_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:net5501:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:net5501-i_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:net5501-i:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:net5501-xt_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:net5501-xt:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:net5504_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:net5504:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:net5500_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:net5500:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:net5516_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:net5516:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:net5508_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:net5508:-:*:*:*:*:*:*:*"
"Modified","CVE-2019-6815","NVD-CWE-noinfo",,,,,,,,,"nvd@nist.gov",9.1,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H","nvd@nist.gov",6.4,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:P/A:P","cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*"
"Modified","CVE-2019-6816","CWE-94",,,,,,,,,"nvd@nist.gov",9.1,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H","nvd@nist.gov",6.4,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:P/A:P","cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*"
"Modified","CVE-2019-6819","CWE-754" "CWE-754",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp341000:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp341000h:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp342000:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp3420102:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp3420102cl:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp342020:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp342020h:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp3420302:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp3420302cl:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340_bmxp3420302h:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh582040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh582040c:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh584040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh584040c:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh586040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:bmeh586040c:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep581020:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep581020h:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep582020:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep582020h:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep582040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep582040h:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep582040s:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep583020:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep583040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep584020:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep584040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep584040s:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep585040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep585040c:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep586040:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580_bmep586040c:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*"
"Modified","CVE-2019-6820","CWE-306" "CWE-306",,,,,"nvd@nist.gov",8.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H",,,,,"nvd@nist.gov",6.4,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:P/A:P","cpe:2.3:o:schneider-electric:modicon_m100_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m100:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m200_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m200:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m221_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m221:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:atv_imc_drive_controller_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:atv_imc_drive_controller:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m241_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m241:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m251_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m251:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m258_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m258:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_lmc058_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_lmc058:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_lmc078_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_lmc078:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:pacdrive_eco_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:pacdrive_eco:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:pacdrive_pro_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:pacdrive_pro:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:pacdrive_pro2_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:pacdrive_pro2:-:*:*:*:*:*:*:*"
"Modified","CVE-2019-6821","CWE-330" "CWE-330",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N",,,,,"nvd@nist.gov",6.4,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:P/A:N","cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7201","CWE-1236",,,,,,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:projectsend:projectsend:*:*:*:*:*:*:*:*"
"Modified","CVE-2018-7803","CWE-754",,,,,,,,,"nvd@nist.gov",5.9,"MEDIUM","CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:N/A:P","cpe:2.3:a:schneider-electric:triconex_tristation_emulator:1.2.0:*:*:*:*:*:*:*"
"Modified","CVE-2018-7844","CWE-200",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7853","CWE-754",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:o:schneider-electric:modicon_premium_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7854","CWE-754",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7855","CWE-754",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:o:schneider-electric:modicon_premium_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7856","CWE-754",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:o:schneider-electric:modicon_premium_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7857","CWE-754",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*"
"Modified","CVE-2019-6806","NVD-CWE-noinfo",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:o:schneider-electric:modicon_premium_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*"
