"Awaiting Analysis","CVE-2024-47616","CWE-863",,,,,"security-advisories@github.com",6.8,"MEDIUM","CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-47621","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47622","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47623","CWE-79",,,,,"audit@patchstack.com",5.9,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47624","CWE-79",,,,,"audit@patchstack.com",7.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47625","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47626","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47627","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47628","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47629","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47630","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47631","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47632","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47633","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47635","CWE-352",,,,,"audit@patchstack.com",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47637","CWE-23",,,,,"audit@patchstack.com",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47638","CWE-79",,,,,"audit@patchstack.com",7.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47639","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47642","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47643","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47644","CWE-352",,,,,"audit@patchstack.com",7.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47645","CWE-22",,,,,"audit@patchstack.com",7.5,"HIGH","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47646","CWE-601",,,,,"audit@patchstack.com",4.7,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:N/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-47647","CWE-79",,,,,"audit@patchstack.com",5.9,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47649","CWE-434",,,,,"audit@patchstack.com",9.1,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47650","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47740",,,,,,,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47762","CWE-440",,,,,"security-advisories@github.com",5.8,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-47763","CWE-670",,,,,"security-advisories@github.com",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47764","CWE-74","security-advisories@github.com",6.9,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47771","CWE-200","security-advisories@github.com",7,"HIGH","CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:H/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47773","CWE-610",,,,,"security-advisories@github.com",8.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47779","CWE-200","security-advisories@github.com",7,"HIGH","CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:H/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47780","CWE-863",,,,,"security-advisories@github.com",3.1,"LOW","CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-47789","CWE-319","vdisclose@cert-in.org.in",8.7,"HIGH","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:L/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47790","CWE-862","vdisclose@cert-in.org.in",8.7,"HIGH","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:L/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47806","CWE-287",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",8.1,"HIGH","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47807","CWE-287",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",8.1,"HIGH","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47812","CWE-79" "CWE-80",,,,,"security-advisories@github.com",6,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:H/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47813","CWE-367",,,,,"security-advisories@github.com",2.9,"LOW","CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:N/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47815","CWE-79" "CWE-80",,,,,"security-advisories@github.com",6,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:H/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47816","CWE-282",,,,,"security-advisories@github.com",6.4,"MEDIUM","CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47817","CWE-79","security-advisories@github.com",5.3,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","134c704f-9b21-4f2e-91b3-4a467353bcc0",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-47818","CWE-22",,,,,"security-advisories@github.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47821","CWE-78",,,,,"security-advisories@github.com",9.1,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47823","CWE-20","security-advisories@github.com",7.7,"HIGH","CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47824","CWE-200","security-advisories@github.com",8.7,"HIGH","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47832","CWE-347","security-advisories@github.com",9.3,"CRITICAL","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47836","CWE-502",,,,,"security-advisories@github.com",3.5,"LOW","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-47848","CWE-200","c4f26cc8-17ff-4c99-b5e2-38fc1793eacc",6.9,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:L/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47850","CWE-400",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47855",,,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",5.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47874","CWE-770","security-advisories@github.com",8.7,"HIGH","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47876","CWE-285" "CWE-863","security-advisories@github.com",8.7,"HIGH","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47884","CWE-378","security-advisories@github.com",6.8,"MEDIUM","CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:L/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47885","CWE-79",,,,,"security-advisories@github.com",5.9,"MEDIUM","CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47887","CWE-1333","security-advisories@github.com",6.6,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:U/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47888","CWE-1333","security-advisories@github.com",6.6,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:U/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47889","CWE-1333","security-advisories@github.com",6.6,"MEDIUM","CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:U/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X",,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47910","CWE-284",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",7.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47911","CWE-89",,,,,"cve@mitre.org",6.7,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47912","CWE-306",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",8.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-47913","CWE-532",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",5.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-47943","CWE-347",,,,,,,,,,,,,,,,,
"Awaiting Analysis","CVE-2024-47944","CWE-1299",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",6.8,"MEDIUM","CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47967","CWE-770",,,,,"f946a70c-00eb-42ce-8e9b-634d1f7b5a6f",4.4,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47968","CWE-362",,,,,"f946a70c-00eb-42ce-8e9b-634d1f7b5a6f",4.4,"MEDIUM","CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:N/I:N/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47969","CWE-770",,,,,"f946a70c-00eb-42ce-8e9b-634d1f7b5a6f",6.2,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47971",,,,,,"f946a70c-00eb-42ce-8e9b-634d1f7b5a6f",6.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:N/I:N/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47972","CWE-404",,,,,"f946a70c-00eb-42ce-8e9b-634d1f7b5a6f",4,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-47973",,,,,,"f946a70c-00eb-42ce-8e9b-634d1f7b5a6f",5.1,"MEDIUM","CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-47974","CWE-362",,,,,"f946a70c-00eb-42ce-8e9b-634d1f7b5a6f",4.4,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-47975",,,,,,"f946a70c-00eb-42ce-8e9b-634d1f7b5a6f",7,"HIGH","CVSS:3.1/AV:P/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-47976",,,,,,"f946a70c-00eb-42ce-8e9b-634d1f7b5a6f",6.7,"MEDIUM","CVSS:3.1/AV:P/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-48020","CWE-89",,,,,"audit@patchstack.com",8.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-48021","CWE-79",,,,,"audit@patchstack.com",7.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-48022","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-48023","CWE-79",,,,,"audit@patchstack.com",7.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-48024","CWE-497",,,,,"audit@patchstack.com",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-48025","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-48026","CWE-502",,,,,"audit@patchstack.com",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48027","CWE-434",,,,,"audit@patchstack.com",9.9,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48028","CWE-502",,,,,"audit@patchstack.com",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48029","CWE-98",,,,,"audit@patchstack.com",7.5,"HIGH","CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48030","CWE-502",,,,,"audit@patchstack.com",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48031","CWE-352",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48032","CWE-79",,,,,"audit@patchstack.com",7.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-48033","CWE-502",,,,,"audit@patchstack.com",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48034","CWE-434",,,,,"audit@patchstack.com",9.9,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48035","CWE-434",,,,,"audit@patchstack.com",9.9,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48038","CWE-352",,,,,"audit@patchstack.com",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-48040","CWE-89",,,,,"audit@patchstack.com",8.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-48041","CWE-79",,,,,"audit@patchstack.com",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-48042","CWE-1336",,,,,"audit@patchstack.com",9.1,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48043","CWE-89",,,,,"audit@patchstack.com",7.6,"HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:N/A:L",,,,,,,,,
"Awaiting Analysis","CVE-2024-48047","CWE-352",,,,,"audit@patchstack.com",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-48063","CWE-502",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48074","CWE-78",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",8,"HIGH","CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48093","CWE-434",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48107","CWE-918",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",6.5,"MEDIUM","CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-48112","CWE-502",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48138","CWE-94",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,
"Awaiting Analysis","CVE-2024-48139","CWE-77",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-48140","CWE-77",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-48141","CWE-77",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,
"Awaiting Analysis","CVE-2024-48142","CWE-77",,,,,"134c704f-9b21-4f2e-91b3-4a467353bcc0",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,
