"Analyzed","CVE-2023-29200","CWE-22" "CWE-22",,,,,"security-advisories@github.com" "nvd@nist.gov",4.3 6.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:contao:contao:*:*:*:*:*:*:*:*" "cpe:2.3:a:contao:contao:*:*:*:*:*:*:*:*" "cpe:2.3:a:contao:contao:*:*:*:*:*:*:*:*"
"Modified","CVE-2023-25041","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",7.1 6.1,"HIGH" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:cththemes:monolit:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25046","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:podlove:podlove_podcast_publisher:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25049","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:implecode:ecommerce_product_catalog:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25059","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:avalex:avalex:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25061","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",6.5 5.4,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:kibokolabs:arigato_autoresponder_and_newsletter:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25062","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:pinpoint:pinpoint_booking_system:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25131","CWE-1393" "CWE-287",,,,,"ART@zuso.ai" "nvd@nist.gov",9.4 9.8,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:linux:*:*" "cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:macos:*:*" "cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:virtual_machine:*:*" "cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:windows:*:*"
"Modified","CVE-2023-25132","CWE-434" "CWE-434",,,,,"ART@zuso.ai" "nvd@nist.gov",9.1 9.8,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:linux:*:*" "cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:macos:*:*" "cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:virtual_machine:*:*" "cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:windows:*:*"
"Modified","CVE-2023-25133","CWE-269" "CWE-269",,,,,"ART@zuso.ai" "nvd@nist.gov",9.1 9.8,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:linux:*:*" "cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:macos:*:*" "cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:virtual_machine:*:*" "cpe:2.3:a:cyberpower:powerpanel:*:*:*:*:business:windows:*:*"
"Modified","CVE-2023-25210","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:tenda:ac5_firmware:15.03.06.28:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ac5:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2023-25211","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:tenda:ac5_firmware:15.03.06.28:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ac5:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2023-25212","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:tenda:ac5_firmware:15.03.06.28:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ac5:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2023-25213","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:tenda:ac5_firmware:15.03.06.28:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ac5:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2023-25214","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:tenda:ac5_firmware:15.03.06.28:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ac5:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2023-25215","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:tenda:ac5_firmware:15.03.06.28:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ac5:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2023-25216","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:tenda:ac5_firmware:15.03.06.28:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ac5:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2023-25217","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:tenda:ac5_firmware:15.03.06.28:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ac5:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2023-25218","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:tenda:ac5_firmware:15.03.06.28:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ac5:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2023-25219","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:tenda:ac5_firmware:15.03.06.28:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ac5:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2023-25220","CWE-787",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:tenda:ac5_firmware:15.03.06.28:*:*:*:*:*:*:*" "cpe:2.3:h:tenda:ac5:1.0:*:*:*:*:*:*:*"
"Modified","CVE-2023-25292","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:group-office:group_office:6.6.145:*:*:*:*:*:*:*"
"Modified","CVE-2023-25303","CWE-22",,,,,"nvd@nist.gov",7.1,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N",,,,,,,,,"cpe:2.3:a:atlauncher:atlauncher:*:*:*:*:*:*:*:*"
"Modified","CVE-2023-25305","CWE-22",,,,,"nvd@nist.gov",7.1,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N",,,,,,,,,"cpe:2.3:a:polymc:polymc:*:*:*:*:*:*:*:*"
"Modified","CVE-2023-25313","CWE-78",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:wwbn:avideo:*:*:*:*:*:*:*:*"
"Modified","CVE-2023-25314","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:wwbn:avideo:*:*:*:*:*:*:*:*"
"Modified","CVE-2023-25330","CWE-89",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:mybatis:mybatis:*:*:*:*:*:*:*:*"
"Modified","CVE-2023-25346","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:churchcrm:churchcrm:4.5.3:*:*:*:*:*:*:*"
"Modified","CVE-2023-25347","CWE-79",,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:churchcrm:churchcrm:4.5.3:*:*:*:*:*:*:*"
"Modified","CVE-2023-25348","CWE-1236",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:churchcrm:churchcrm:4.5.3:*:*:*:*:*:*:*"
"Modified","CVE-2023-25355","CWE-276",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:coredial:sipxcom:*:*:*:*:*:*:*:*"
"Modified","CVE-2023-25356","CWE-88",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:a:coredial:sipxcom:*:*:*:*:*:*:*:*"
"Modified","CVE-2023-25392","CWE-295",,,,,"nvd@nist.gov",5.9,"MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:a:allegro:bigflow:*:*:*:*:*:*:*:*"
"Modified","CVE-2023-25407","CWE-522",,,,,"nvd@nist.gov",7.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:aten:pe8108_firmware:2.4.232:*:*:*:*:*:*:*" "cpe:2.3:h:aten:pe8108:-:*:*:*:*:*:*:*"
"Modified","CVE-2023-25409","CWE-668",,,,,"nvd@nist.gov",8.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H",,,,,,,,,"cpe:2.3:o:aten:pe8108_firmware:2.4.232:*:*:*:*:*:*:*" "cpe:2.3:h:aten:pe8108:-:*:*:*:*:*:*:*"
"Modified","CVE-2023-25411","CWE-352",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N",,,,,,,,,"cpe:2.3:o:aten:pe8108_firmware:2.4.232:*:*:*:*:*:*:*" "cpe:2.3:h:aten:pe8108:-:*:*:*:*:*:*:*"
"Modified","CVE-2023-25413","CWE-522",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,,,,,"cpe:2.3:o:aten:pe8108_firmware:2.4.232:*:*:*:*:*:*:*" "cpe:2.3:h:aten:pe8108:-:*:*:*:*:*:*:*"
"Modified","CVE-2023-25414","NVD-CWE-noinfo",,,,,"nvd@nist.gov",5.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L",,,,,,,,,"cpe:2.3:o:aten:pe8108_firmware:2.4.232:*:*:*:*:*:*:*" "cpe:2.3:h:aten:pe8108:-:*:*:*:*:*:*:*"
"Modified","CVE-2023-25415","CWE-863",,,,,"nvd@nist.gov",5.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N",,,,,,,,,"cpe:2.3:o:aten:pe8108_firmware:2.4.232:*:*:*:*:*:*:*" "cpe:2.3:h:aten:pe8108:-:*:*:*:*:*:*:*"
"Modified","CVE-2023-25437","CWE-319",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:vtech:vcs754a_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:vtech:vcs754a:-:*:*:*:*:*:*:*"
"Modified","CVE-2023-25442","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:zeno_font_resizer_project:zeno_font_resizer:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25451","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:wpchill:cpo_content_types:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25461","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:smartlogix:wp-insert:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25464","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:streamweasels:twitch_player:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25479","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:podlove:podlove_subscribe_button:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25484","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:simple_yearly_archive_project:simple_yearly_archive:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25485","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:json-content-importer:json_content_importer:*:*:*:*:*:wordpress:*:*"
"Modified","CVE-2023-25490","CWE-79",,,,,"audit@patchstack.com" "nvd@nist.gov",5.9 4.8,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L" "CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N",,,,,,,,,"cpe:2.3:a:archivist_-_custom_archive_templates_project:archivist_-_custom_archive_templates:*:*:*:*:*:wordpress:*:*"
