"Modified","CVE-2020-8108","CWE-287" "CWE-287",,,,,"cve-requests@bitdefender.com" "nvd@nist.gov",8.2 8.8,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H",,,,,"nvd@nist.gov",4.6,MEDIUM,"AV:L/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:bitdefender:endpoint_security:*:*:*:*:*:macos:*:*"
"Modified","CVE-2020-13523","CWE-200" "CWE-862",,,,,"nvd@nist.gov",3.3,"LOW","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N","talos-cna@cisco.com",3.8,"LOW","CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:C/C:L/I:N/A:N","nvd@nist.gov",2.1,LOW,"AV:L/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:softperfect:ram_disk:4.1:*:*:*:*:windows:*:*"
"Modified","CVE-2020-16134","NVD-CWE-noinfo",,,,,"nvd@nist.gov",8,"HIGH","CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.7,HIGH,"AV:A/AC:L/Au:S/C:C/I:C/A:C","cpe:2.3:o:swisscom:internet-box_2_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:swisscom:internet-box_2:-:*:*:*:*:*:*:*" "cpe:2.3:o:swisscom:internet-box_standard_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:swisscom:internet-box_standard:-:*:*:*:*:*:*:*" "cpe:2.3:o:swisscom:internet-box_plus_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:swisscom:internet-box_plus:-:*:*:*:*:*:*:*" "cpe:2.3:o:swisscom:internet-box_3_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:swisscom:internet-box_3:-:*:*:*:*:*:*:*" "cpe:2.3:o:swisscom:internet-box_light_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:swisscom:internet-box_light:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-16199","CWE-121" "CWE-787",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:deltaww:cncsoft_screeneditor:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-16201","CWE-125" "CWE-125",,,,,"nvd@nist.gov",3.3,"LOW","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:a:deltaww:cncsoft_screeneditor:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-16203","CWE-824" "CWE-824",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:deltaww:cncsoft_screeneditor:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-13522","CWE-269" "NVD-CWE-noinfo",,,,,"nvd@nist.gov",7.1,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H","talos-cna@cisco.com",8.8,"HIGH","CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H","nvd@nist.gov",3.6,LOW,"AV:L/AC:L/Au:N/C:N/I:P/A:P","cpe:2.3:a:softperfect:ram_disk:4.1:*:*:*:*:windows:*:*"
"Modified","CVE-2020-15943","CWE-79" "CWE-862",,,,,"nvd@nist.gov",8.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N",,,,,"nvd@nist.gov",5.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:N","cpe:2.3:a:gantt-chart_project:gantt-chart:*:*:*:*:*:jira:*:*"
"Modified","CVE-2020-15944","CWE-79",,,,,"nvd@nist.gov",5.4,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",3.5,LOW,"AV:N/AC:M/Au:S/C:N/I:P/A:N","cpe:2.3:a:gantt-chart_project:gantt-chart:*:*:*:*:*:jira:*:*"
"Modified","CVE-2020-15956","CWE-120",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:acti:nvr:2.3.04.07:*:*:*:professional:*:*:*" "cpe:2.3:a:acti:nvr:3.0.12.42:*:*:*:standard:*:*:*"
"Modified","CVE-2020-16843","NVD-CWE-noinfo",,,,,"nvd@nist.gov",5.9,"MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:N/A:P","cpe:2.3:a:amazon:firecracker:0.20.0:*:*:*:*:*:*:*" "cpe:2.3:a:amazon:firecracker:0.21.0:*:*:*:*:*:*:*" "cpe:2.3:a:amazon:firecracker:0.21.1:*:*:*:*:*:*:*"
"Modified","CVE-2020-15135","CWE-352" "CWE-352",,,,,"security-advisories@github.com" "nvd@nist.gov",6.7 7.6,"MEDIUM" "HIGH","CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:L" "CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:L",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:save-server_project:save-server:*:*:*:*:*:node.js:*:*"
"Modified","CVE-2020-16847","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:extremenetworks:extreme_management_center:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-15109","CWE-20" "CWE-862",,,,,"security-advisories@github.com" "nvd@nist.gov",5.3 5.3,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:P/A:N","cpe:2.3:a:nebulab:solidus:*:*:*:*:*:*:*:*" "cpe:2.3:a:nebulab:solidus:*:*:*:*:*:*:*:*" "cpe:2.3:a:nebulab:solidus:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-18112","CWE-200",,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:atlassian:fisheye:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-13151","CWE-78",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:aerospike:aerospike_server:*:*:*:*:community:*:*:*" "cpe:2.3:a:aerospike:aerospike_server:*:*:*:*:community:*:*:*" "cpe:2.3:a:aerospike:aerospike_server:*:*:*:*:community:*:*:*" "cpe:2.3:a:aerospike:aerospike_server:*:*:*:*:community:*:*:*" "cpe:2.3:a:aerospike:aerospike_server:*:*:*:*:community:*:*:*" "cpe:2.3:a:aerospike:aerospike_server:*:*:*:*:community:*:*:*"
"Modified","CVE-2020-13819","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:extremenetworks:extreme_management_center:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-13921","CWE-89",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:apache:skywalking:6.5.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:skywalking:6.6.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:skywalking:7.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:skywalking:8.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:apache:skywalking:8.0.1:*:*:*:*:*:*:*"
"Modified","CVE-2020-14344","CWE-190" "CWE-190",,,,,"secalert@redhat.com" "nvd@nist.gov",6.7 6.7,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",4.6,MEDIUM,"AV:L/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:x.org:libx11:*:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:31:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:33:*:*:*:*:*:*:*" "cpe:2.3:o:canonical:ubuntu_linux:12.04:*:*:*:-:*:*:*" "cpe:2.3:o:canonical:ubuntu_linux:14.04:*:*:*:esm:*:*:*" "cpe:2.3:o:canonical:ubuntu_linux:16.04:*:*:*:esm:*:*:*" "cpe:2.3:o:canonical:ubuntu_linux:18.04:*:*:*:lts:*:*:*" "cpe:2.3:o:canonical:ubuntu_linux:20.04:*:*:*:lts:*:*:*" "cpe:2.3:o:opensuse:leap:15.1:*:*:*:*:*:*:*" "cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*"
"Modified","CVE-2020-14347","CWE-665" "CWE-665",,,,,"secalert@redhat.com" "nvd@nist.gov",5.5 5.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",2.1,LOW,"AV:L/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:x.org:xorg-server:*:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*" "cpe:2.3:o:canonical:ubuntu_linux:14.04:*:*:*:esm:*:*:*" "cpe:2.3:o:canonical:ubuntu_linux:16.04:*:*:*:esm:*:*:*" "cpe:2.3:o:canonical:ubuntu_linux:18.04:*:*:*:lts:*:*:*" "cpe:2.3:o:canonical:ubuntu_linux:20.04:*:*:*:lts:*:*:*"
"Modified","CVE-2020-16252","CWE-352",,,,,"nvd@nist.gov",4.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:field_test_project:field_test:*:*:*:*:*:ruby:*:*"
"Modified","CVE-2020-16253","CWE-352",,,,,"nvd@nist.gov",8.1,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:H",,,,,"nvd@nist.gov",5.8,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:P","cpe:2.3:a:pghero_project:pghero:*:*:*:*:*:ruby:*:*"
"Modified","CVE-2020-17353","NVD-CWE-noinfo",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:lilypond:lilypond:*:*:*:*:*:*:*:*" "cpe:2.3:a:lilypond:lilypond:*:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:31:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*" "cpe:2.3:a:opensuse:backports_sle:15.0:sp2:*:*:*:*:*:*" "cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*"
"Modified","CVE-2020-4243","CWE-384",,,,,"nvd@nist.gov",3.7,"LOW","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N","psirt@us.ibm.com",3.7,"LOW","CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:a:ibm:security_identity_governance_and_intelligence:5.2.6:*:*:*:*:*:*:*"
"Modified","CVE-2020-4481","CWE-611",,,,,"nvd@nist.gov",8.2,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:L","psirt@us.ibm.com",8.2,"HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:L","nvd@nist.gov",6.4,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:P","cpe:2.3:a:ibm:urbancode_deploy:6.2.7.3:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:urbancode_deploy:6.2.7.4:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:urbancode_deploy:7.0.3.0:*:*:*:*:*:*:*" "cpe:2.3:a:ibm:urbancode_deploy:7.0.4.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-5608","CWE-287",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:o:yokogawa:centum_cs_3000_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:yokogawa:centum_cs_3000:-:*:*:*:*:*:*:*" "cpe:2.3:o:yokogawa:centum_vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:o:yokogawa:centum_vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:o:yokogawa:centum_vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:yokogawa:centum_vp:-:*:*:*:*:*:*:*" "cpe:2.3:o:yokogawa:b\\/m9000cs_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:yokogawa:b\\/m9000cs:-:*:*:*:*:*:*:*" "cpe:2.3:o:yokogawa:b\\/m9000vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:yokogawa:b\\/m9000vp:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-5609","CWE-22",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:o:yokogawa:centum_cs_3000_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:yokogawa:centum_cs_3000:-:*:*:*:*:*:*:*" "cpe:2.3:o:yokogawa:centum_vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:o:yokogawa:centum_vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:o:yokogawa:centum_vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:yokogawa:centum_vp:-:*:*:*:*:*:*:*" "cpe:2.3:o:yokogawa:b\\/m9000cs_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:yokogawa:b\\/m9000cs:-:*:*:*:*:*:*:*" "cpe:2.3:o:yokogawa:b\\/m9000vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:yokogawa:b\\/m9000vp:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-8607","CWE-20",,,,,"nvd@nist.gov",6.7,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.2,HIGH,"AV:L/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:trendmicro:antivirus_toolkit:*:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:apex_one:2019:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:apex_one:saas:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:deep_security:9.6:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:deep_security:10.0:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:deep_security:11.0:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:deep_security:12.0:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:officescan:xg:sp1:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:officescan_business_security:9.0:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:officescan_business_security:9.5:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:officescan_business_security:10.0:sp1:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:officescan_business_security_service:-:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:officescan_cloud:15:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:officescan_cloud:16.0:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:online_scan:8.0:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:portable_security:2.0:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:portable_security:3.0:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:rootkit_buster:2.2:*:*:*:*:*:*:*" "cpe:2.3:a:trendmicro:safe_lock:-:*:*:*:txone:*:*:*" "cpe:2.3:a:trendmicro:safe_lock:2.0:sp1:*:*:-:*:*:*" "cpe:2.3:a:trendmicro:serverprotect:5.8:*:*:*:*:emc:*:*" "cpe:2.3:a:trendmicro:serverprotect:5.8:*:*:*:*:netware:*:*" "cpe:2.3:a:trendmicro:serverprotect:5.8:*:*:*:*:windows:*:*" "cpe:2.3:a:trendmicro:serverprotect:6.0:*:*:*:*:storage:*:*" "cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-17364","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:usvn:user-friendly_svn:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-16192","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:limesurvey:limesurvey:4.3.2:*:*:*:*:*:*:*"
"Modified","CVE-2020-15106","CWE-20" "NVD-CWE-Other",,,,,"security-advisories@github.com" "nvd@nist.gov",6.5 6.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:N/A:P","cpe:2.3:a:etcd:etcd:*:*:*:*:*:*:*:*" "cpe:2.3:a:etcd:etcd:*:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*"
"Modified","CVE-2020-15112","CWE-20" "CWE-129",,,,,"security-advisories@github.com" "nvd@nist.gov",6.5 6.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:N/I:N/A:P","cpe:2.3:a:etcd:etcd:*:*:*:*:*:*:*:*" "cpe:2.3:a:etcd:etcd:*:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*"
"Modified","CVE-2020-15113","CWE-281" "CWE-281",,,,,"security-advisories@github.com" "nvd@nist.gov",5.7 7.1,"MEDIUM" "HIGH","CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:N" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N",,,,,"nvd@nist.gov",3.6,LOW,"AV:L/AC:L/Au:N/C:P/I:P/A:N","cpe:2.3:a:etcd:etcd:*:*:*:*:*:*:*:*" "cpe:2.3:a:etcd:etcd:*:*:*:*:*:*:*:*" "cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*"
"Modified","CVE-2020-16254","CWE-74",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:chartkick_project:chartkick:*:*:*:*:*:ruby:*:*"
"Modified","CVE-2020-13404","CWE-78",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",9,HIGH,"AV:N/AC:L/Au:S/C:C/I:C/A:C","cpe:2.3:a:quadra-informatique:atos\\/sips:*:*:*:*:*:magento:*:*"
"Modified","CVE-2020-15127","CWE-306" "CWE-306",,,,,"security-advisories@github.com" "nvd@nist.gov",7.5 7.5,"HIGH" "HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:projectcontour:contour:*:*:*:*:*:kubernetes:*:*"
"Modified","CVE-2020-15132","CWE-209" "CWE-209",,,,,"security-advisories@github.com" "nvd@nist.gov",5.3 5.3,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:sulu:sulu:*:*:*:*:*:*:*:*" "cpe:2.3:a:sulu:sulu:*:*:*:*:*:*:*:*" "cpe:2.3:a:sulu:sulu:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-7298","NVD-CWE-noinfo",,,,,"trellixpsirt@trellix.com" "nvd@nist.gov",7.5 8.4,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:N/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:N/I:H/A:H",,,,,"nvd@nist.gov",3.6,LOW,"AV:L/AC:L/Au:N/C:N/I:P/A:P","cpe:2.3:a:mcafee:total_protection:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-17366","CWE-295",,,,,"nvd@nist.gov",7.4,"HIGH","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:H",,,,,"nvd@nist.gov",5.8,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:P","cpe:2.3:a:nlnetlabs:routinator:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-9036","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:jeedom:jeedom:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-7352","CWE-264" "CWE-798",,,,,"cve@rapid7.com" "nvd@nist.gov",8.4 8.8,"HIGH" "HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.2,HIGH,"AV:L/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:gog:galaxy:*:*:*:*:*:windows:*:*" "cpe:2.3:a:gog:galaxy:*:*:*:*:*:windows:*:*"
"Modified","CVE-2020-7356","CWE-89" "CWE-89",,,,,"cve@rapid7.com" "nvd@nist.gov",10 9.8,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:cayintech:xpost:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:cayintech:xpost:2.0:*:*:*:*:*:*:*" "cpe:2.3:a:cayintech:xpost:2.5.18103:*:*:*:*:*:*:*"
